"Row Type,City name,City ID,Cost,Clicks,Impr,Cost/wt action,Weighted actions,Avg CPC,CTR,Avg pos"
",Royal Oak,1019569,43.30,9,100,3.61,12.00,4.81,0.0900,"
",Aiea,1015568,9.84,2,7,1.23,8.00,4.92,0.2857,"
",Ludington,1019421,0.00,0,3,,0.00,,0.0000,"
",Roy,1026987,3.61,1,9,3.61,1.00,3.61,0.1111,"
",Canton,1026267,0.00,0,4,,0.00,,0.0000,"
",Arvada,1014434,15.72,3,17,3.93,4.00,5.24,0.1765,"
",Rosemont,9052772,8.03,2,12,4.01,2.00,4.01,0.1667,"
",Fort Lauderdale,1015027,39.63,9,48,3.96,10.00,4.40,0.1875,"
",Sparks Glencoe,1018713,16.69,2,12,3.34,5.00,8.35,0.1667,"
",Northford,1014793,0.00,0,2,,0.00,,0.0000,"
",Bremerton,1027519,0.00,0,22,,0.00,,0.0000,"
",Owosso,1019513,8.41,2,11,2.80,3.00,4.21,0.1818,"
",Webster Groves,9053090,9.43,3,14,1.18,8.00,3.14,0.2143,"
",Hoover,9052156,9.06,2,38,1.81,5.00,4.53,0.0526,"
",Alburnett,1015630,4.72,1,3,4.72,1.00,4.72,0.3333,"
",Millsboro,1014924,12.15,2,15,12.15,1.00,6.08,0.1333,"
",Syracuse,1027001,20.55,3,9,6.85,3.00,6.85,0.3333,"
",Oatfield,9052589,0.00,0,2,,0.00,,0.0000,"
",Bethpage,1022734,3.22,1,9,1.07,3.00,3.22,0.1111,"
",Fayetteville,1023694,0.00,0,2,,0.00,,0.0000,"
",Reedsburg,1028179,4.52,1,7,4.52,1.00,4.52,0.1429,"
",Dublin,1013740,20.80,4,31,5.20,4.00,5.20,0.1290,"
",Kennett Square,1024983,27.82,6,26,3.48,8.00,4.64,0.2308,"
",Harrogate,1026008,1.94,2,4,0.22,9.00,0.97,0.5000,"
",Liberty,1020450,8.71,2,25,2.18,4.00,4.36,0.0800,"
",Belfast,1018770,0.00,0,16,,0.00,,0.0000,"
",Norwalk,1023904,0.00,0,7,,0.00,,0.0000,"
",Lake Jackson,1026544,0.00,0,5,,0.00,,0.0000,"
",Stanley,1021320,0.00,0,3,,0.00,,0.0000,"
",Dallas,1026339,373.19,83,1059,2.11,177.00,4.50,0.0784,"
",Florence,1025551,42.28,9,78,2.82,15.00,4.70,0.1154,"
",Mettawa,9052424,52.26,12,140,1.58,33.00,4.36,0.0857,"
",Marlboro Township,1022246,22.97,5,39,4.59,5.00,4.59,0.1282,"
",Caledonia,1019747,0.00,0,6,,0.00,,0.0000,"
",Caldwell,1016136,7.91,2,11,1.58,5.00,3.96,0.1818,"
",Marshfield,1028067,15.74,4,64,2.25,7.00,3.94,0.0625,"
",Brookfield,1016322,0.00,0,2,,0.00,,0.0000,"
",Roswell,1015496,30.32,7,73,3.03,10.00,4.33,0.0959,"
",Canton,1023608,28.66,7,77,2.87,10.00,4.09,0.0909,"
",Westminster,1018479,29.80,5,19,7.45,4.00,5.96,0.2632,"
",Alanson,1019114,0.00,0,1,,0.00,,0.0000,"
",Ashtabula,1023540,0.00,0,6,,0.00,,0.0000,"
",Toutle,1027781,0.00,0,4,,0.00,,0.0000,"
",Plymouth Meeting,1025207,11.68,3,31,1.46,8.00,3.89,0.0968,"
",Teaneck,1022436,105.30,21,79,4.05,26.00,5.01,0.2658,"
",Mars,1025056,0.00,0,8,,0.00,,0.0000,"
",Medford,1022254,6.84,1,23,1.71,4.00,6.84,0.0435,"
",Oak Ridge,1026089,3.81,1,15,3.81,1.00,3.81,0.0667,"
",Lake Forest,1013925,8.50,2,19,2.12,4.00,4.25,0.1053,"
",Alexandria,1027019,32.99,7,82,3.30,10.00,4.71,0.0854,"
",Apalachicola,1014947,0.00,0,1,,0.00,,0.0000,"
",Roswell,1022582,20.60,4,18,6.87,3.00,5.15,0.2222,"
",Storm Lake,1016048,0.00,0,5,,0.00,,0.0000,"
",Grand Blanc Township,9052043,0.00,0,0,0.00,4.00,,,"
",Plattsburgh,1023270,6.54,2,13,2.18,3.00,3.27,0.1538,"
",Jefferson,9052200,7.19,2,4,1.20,6.00,3.60,0.5000,"
",Glenwood Springs,1014523,4.68,1,8,4.68,1.00,4.68,0.1250,"
",Hazel Park,1019345,16.50,2,14,,0.00,8.25,0.1429,"
",Council Bluffs,1015724,4.56,1,30,4.56,1.00,4.56,0.0333,"
",Citrus Springs,9051737,4.64,1,5,4.64,1.00,4.64,0.2000,"
",Newark,1014052,3.75,1,33,3.75,1.00,3.75,0.0303,"
",Saint Michael,1020089,0.00,0,8,,0.00,,0.0000,"
",Pine Plains,1023266,0.00,0,2,,0.00,,0.0000,"
",Suffield,1014848,0.00,0,7,,0.00,,0.0000,"
",Spring Mills,1025306,4.03,1,2,,0.00,4.03,0.5000,"
",Piqua,1023937,0.00,0,3,,0.00,,0.0000,"
",Gray,1018872,0.00,0,15,0.00,1.00,,0.0000,"
",Brockport,1024694,0.00,0,1,,0.00,,0.0000,"
",Trafford,1025342,0.00,0,1,,0.00,,0.0000,"
",Huber Heights,9052169,3.71,1,18,,0.00,3.71,0.0556,"
",Thomaston,1014853,0.00,0,8,,0.00,,0.0000,"
",Noblesville,1017244,4.76,1,22,2.38,2.00,4.76,0.0455,"
",Mechanicsville,1015913,0.00,0,1,,0.00,,0.0000,"
",Paoli,1017259,0.00,0,2,0.00,3.00,,0.0000,"
",Manor,1026590,4.38,1,13,4.38,1.00,4.38,0.0769,"
",Laurel,1020765,0.00,0,8,,0.00,,0.0000,"
",Ankeny,1015644,16.02,3,38,2.67,6.00,5.34,0.0789,"
",Shelby,1021306,52.56,11,32,3.09,17.00,4.78,0.3438,"
",Illiopolis,1016571,0.00,0,2,,0.00,,0.0000,"
",Firebaugh,1013787,0.00,0,1,,0.00,,0.0000,"
",Amsterdam,1022686,25.51,5,23,2.55,10.00,5.10,0.2174,"
",Arcadia,1017928,0.00,0,0,,0.00,,,"
",Canal Fulton,1023605,4.72,1,12,,0.00,4.72,0.0833,"
",Glen Head,1022947,13.80,3,16,3.45,4.00,4.60,0.1875,"
",Le Mars,1015872,0.00,0,3,,0.00,,0.0000,"
",Donna,1026360,0.00,0,6,,0.00,,0.0000,"
",Piedmont,1025638,5.16,1,6,,0.00,5.16,0.1667,"
",Childress,1026289,0.00,0,3,,0.00,,0.0000,"
",Woodbury,1023507,14.04,3,10,14.04,1.00,4.68,0.3000,"
",Tuskegee,1013141,0.00,0,1,,0.00,,0.0000,"
",North Vernon,1017247,0.00,0,0,,0.00,,,"
",Franklin Square,1022921,6.46,1,12,3.23,2.00,6.46,0.0833,"
",Smithville,1026796,0.00,0,6,,0.00,,0.0000,"
",Poquoson,1027254,10.29,2,9,,0.00,5.14,0.2222,"
",Bardstown,1017688,16.03,4,59,8.02,2.00,4.01,0.0678,"
",Plainville,1014805,9.54,2,8,3.18,3.00,4.77,0.2500,"
",Kenilworth,1022200,8.39,2,15,4.20,2.00,4.20,0.1333,"
",Killington,1027403,3.58,1,11,,0.00,3.58,0.0909,"
",Le Roy,1019410,0.00,0,3,,0.00,,0.0000,"
",Redmond,1027725,0.00,0,40,0.00,1.00,,0.0000,"
",Walker,1020126,0.00,0,1,,0.00,,0.0000,"
",Broadalbin,1022757,0.00,0,1,,0.00,,0.0000,"
",Lathrop,1020438,0.00,0,1,,0.00,,0.0000,"
",Tiffin,1024031,0.00,0,5,,0.00,,0.0000,"
",Paintsville,1017860,9.88,2,3,9.88,1.00,4.94,0.6667,"
",Saginaw,9052790,10.47,2,11,1.50,7.00,5.24,0.1818,"
",Cottage Lake,9051777,0.00,0,2,,0.00,,0.0000,"
",Peralta,1022569,0.00,0,2,,0.00,,0.0000,"
",Norfolk,1018327,3.66,1,8,1.22,3.00,3.66,0.1250,"
",Livermore,1018925,6.50,1,2,,0.00,6.50,0.5000,"
",Bexley,9051597,4.45,1,8,1.48,3.00,4.45,0.1250,"
",Bloomfield,1022738,0.00,0,5,,0.00,,0.0000,"
",Mexia,1026620,3.49,1,2,1.16,3.00,3.49,0.5000,"
",Longboat Key,1015098,1.89,1,7,0.63,3.00,1.89,0.1429,"
",Mission Bend,9052456,0.00,0,7,,0.00,,0.0000,"
",Putnam Valley,1023292,8.97,2,8,4.49,2.00,4.49,0.2500,"
",Grayson,1017778,18.15,4,8,4.54,4.00,4.54,0.5000,"
",Lusby,1018642,0.00,0,8,,0.00,,0.0000,"
",Biddeford,1018776,6.43,2,8,6.43,1.00,3.21,0.2500,"
",Delbarton,1028330,6.80,1,4,6.80,1.00,6.80,0.2500,"
",Lincolnia,9052325,0.00,0,5,,0.00,,0.0000,"
",Roland,1024320,0.00,0,1,,0.00,,0.0000,"
",Mount Vernon,1023861,8.71,2,9,2.90,3.00,4.36,0.2222,"
",Leesville,1018014,0.00,0,3,,0.00,,0.0000,"
",Wyandanch,1023513,0.00,0,4,,0.00,,0.0000,"
",Hobbs,1022542,0.00,0,4,,0.00,,0.0000,"
",Stratham,1021963,0.00,0,4,,0.00,,0.0000,"
",Gallaway,1025996,0.00,0,1,,0.00,,0.0000,"
",Bellefontaine,1023563,7.14,1,11,3.57,2.00,7.14,0.0909,"
",Vacherie,1018074,0.00,0,3,,0.00,,0.0000,"
",Nokesville,1027238,0.00,0,6,,0.00,,0.0000,"
",West Friendship,1018736,0.00,0,3,,0.00,,0.0000,"
",Atwater,1013561,3.71,1,8,,0.00,3.71,0.1250,"
",Waynesburg,1025387,0.00,0,10,,0.00,,0.0000,"
",Oxford,1020795,21.69,4,33,2.41,9.00,5.42,0.1212,"
",Ripley,1023961,0.00,0,2,,0.00,,0.0000,"
",Stuart,1027298,0.00,0,3,,0.00,,0.0000,"
",Arizona City,1013374,3.96,1,5,3.96,1.00,3.96,0.2000,"
",Pratt,1017609,13.31,2,7,6.66,2.00,6.66,0.2857,"
",Keene,1021888,9.57,2,8,4.79,2.00,4.79,0.2500,"
",Four Corners,9051981,8.50,2,27,2.12,4.00,4.25,0.0741,"
",Stockton Springs,1019059,0.00,0,1,,0.00,,0.0000,"
",Homestead,1024944,11.42,2,9,3.81,3.00,5.71,0.2222,"
",Manorville,1023119,8.17,2,3,8.17,1.00,4.08,0.6667,"
",Silsbee,1026792,0.00,0,1,,0.00,,0.0000,"
",Bartonsville,1024644,0.00,0,1,,0.00,,0.0000,"
",Uniondale,1023435,0.00,0,9,,0.00,,0.0000,"
",Windsor,1016963,0.00,0,3,,0.00,,0.0000,"
",Hartsville,1026009,0.00,0,5,,0.00,,0.0000,"
",Iva,1025582,0.00,0,1,,0.00,,0.0000,"
",Pawnee City,1021730,13.42,2,3,13.42,1.00,6.71,0.6667,"
",Lambertville,1019402,0.00,0,2,,0.00,,0.0000,"
",Adger,1012930,0.00,0,1,,0.00,,0.0000,"
",Fletcher,1023697,0.00,0,2,,0.00,,0.0000,"
",Temperance,1019622,0.00,0,4,,0.00,,0.0000,"
",Heber City,1026935,0.00,0,3,,0.00,,0.0000,"
",Ulster Park,1023433,0.00,0,3,,0.00,,0.0000,"
",Holts Summit,1020390,0.00,0,4,,0.00,,0.0000,"
",Petersburg,1023258,0.00,0,2,,0.00,,0.0000,"
",Shawnee,1024330,4.01,1,7,2.00,2.00,4.01,0.1429,"
",Cropseyville,1022847,0.00,0,2,,0.00,,0.0000,"
",Taylorville,1016894,0.00,0,3,,0.00,,0.0000,"
",Westfield,1023490,6.90,1,1,3.45,2.00,6.90,1.0000,"
",Timberlake,1021337,0.00,0,1,,0.00,,0.0000,"
",Paulding,1023925,0.00,0,1,,0.00,,0.0000,"
",Eugene,1020314,4.49,1,6,4.49,1.00,4.49,0.1667,"
",Almont,1019123,0.00,0,3,,0.00,,0.0000,"
",Falls City,1021656,0.00,0,1,,0.00,,0.0000,"
",Stoneboro,1025316,0.00,0,1,,0.00,,0.0000,"
",Moscow,1025111,0.00,0,1,,0.00,,0.0000,"
",Salem,1014824,0.00,0,1,,0.00,,0.0000,"
",Harrison,1022165,5.90,1,12,1.97,3.00,5.90,0.0833,"
",Vanderbilt,1019636,0.00,0,1,,0.00,,0.0000,"
",Sea Girt,1022399,5.41,1,2,,0.00,5.41,0.5000,"
",Marine City,1019434,0.00,0,1,,0.00,,0.0000,"
",Lake Magdalene,9052267,0.00,0,5,,0.00,,0.0000,"
",Irvine,1017801,5.22,1,3,,0.00,5.22,0.3333,"
",Lyman,1025607,0.00,0,2,,0.00,,0.0000,"
",Fort Deposit,1013010,0.00,0,1,,0.00,,0.0000,"
",Cheshire,1014692,12.72,3,19,2.54,5.00,4.24,0.1579,"
",Arcadia,1014949,0.00,0,5,,0.00,,0.0000,"
",Kingsland,9052239,0.00,0,3,,0.00,,0.0000,"
",McDonald,1025061,0.00,0,2,,0.00,,0.0000,"
",Commerce,1026312,0.00,0,5,,0.00,,0.0000,"
",Lockeford,1013952,0.00,0,2,,0.00,,0.0000,"
",Philippi,1028400,4.96,1,4,,0.00,4.96,0.2500,"
",Dakota City,1021638,0.00,0,1,,0.00,,0.0000,"
",Islamorada,1015065,0.00,0,3,,0.00,,0.0000,"
",Lake Meade,9052268,0.00,0,1,,0.00,,0.0000,"
",Bristol,1018788,0.00,0,1,,0.00,,0.0000,"
",Dexter,9051834,0.00,0,1,,0.00,,0.0000,"
",Alburgh,9051500,6.76,1,3,,0.00,6.76,0.3333,"
",Chesterfield,1025526,0.00,0,1,,0.00,,0.0000,"
",East Hartford,1014716,0.00,0,1,,0.00,,0.0000,"
",Marshville,1021207,0.00,0,5,,0.00,,0.0000,"
",Federalsburg,1018583,0.00,0,1,,0.00,,0.0000,"
",Greenport,1022961,0.00,0,1,,0.00,,0.0000,"
",Placitas,1022571,6.84,1,4,1.71,4.00,6.84,0.2500,"
",Hartley,1026459,0.00,0,0,,0.00,,,"
",Waite Park,1020125,0.00,0,1,,0.00,,0.0000,"
",Willis,1026890,6.95,1,4,,0.00,6.95,0.2500,"
",Sioux Center,1016029,3.79,1,1,1.26,3.00,3.79,1.0000,"
",Chestertown,1018543,0.00,0,1,,0.00,,0.0000,"
",Camden,1021033,4.71,1,3,,0.00,4.71,0.3333,"
",Eleva,1027949,0.00,0,3,,0.00,,0.0000,"
",Leonard,1019408,10.70,2,4,5.35,2.00,5.35,0.5000,"
",Lenox,1015410,0.00,0,1,,0.00,,0.0000,"
",Williamsport,1018746,0.00,0,2,,0.00,,0.0000,"
",Hopewell Junction,1023013,3.65,1,13,3.65,1.00,3.65,0.0769,"
",Eastport,1022887,0.00,0,2,,0.00,,0.0000,"
",Fairview Shores,9051930,0.00,0,4,,0.00,,0.0000,"
",Harrah,1024220,5.66,1,5,5.66,1.00,5.66,0.2000,"
",Jackson,1017804,0.00,0,2,,0.00,,0.0000,"
",Mahomet,1016645,3.71,1,11,,0.00,3.71,0.0909,"
",Apple Springs,1026190,0.00,0,1,,0.00,,0.0000,"
",Pontotoc,1020802,3.62,1,2,,0.00,3.62,0.5000,"
",Lake Dallas,1026543,0.00,0,3,,0.00,,0.0000,"
",Sunbright,1026140,0.00,0,1,,0.00,,0.0000,"
",Louisville,1026053,6.87,1,4,2.29,3.00,6.87,0.2500,"
",Irwin,1024964,22.13,4,39,4.43,5.00,5.53,0.1026,"
",Sylvania,1024025,3.75,1,62,3.75,1.00,3.75,0.0161,"
",Eaton,1014496,7.00,1,2,,0.00,7.00,0.5000,"
",Beaumont,1026214,55.25,10,54,4.60,12.00,5.53,0.1852,"
",Clermont,1014986,11.09,2,55,2.77,4.00,5.54,0.0364,"
",St. Petersburg,1015206,115.20,23,178,2.81,41.00,5.01,0.1292,"
",Poland,9052697,9.64,1,20,1.38,7.00,9.64,0.0500,"
",Lima,1023791,46.46,7,47,3.32,14.00,6.64,0.1489,"
",Deptford Township,9051827,5.66,1,9,,0.00,5.66,0.1111,"
",Bothell,1027517,49.08,12,66,1.75,28.00,4.09,0.1818,"
",New Orleans,1018036,147.19,32,377,1.60,92.00,4.60,0.0849,"
",Galena,1020340,0.00,0,2,,0.00,,0.0000,"
",Ellington,1020308,2.92,1,1,0.73,4.00,2.92,1.0000,"
",Spring Hill,9052900,10.34,2,18,5.17,2.00,5.17,0.1111,"
",Gainesville,1015362,41.00,9,90,5.12,8.00,4.56,0.1000,"
",Danville,1013720,1.30,2,18,0.22,6.00,0.65,0.1111,"
",Stamford,1014843,18.26,4,66,3.65,5.00,4.57,0.0606,"
",Shrewsbury,1018402,55.84,9,58,4.30,13.00,6.20,0.1552,"
",Medfield,9052412,3.13,1,10,,0.00,3.13,0.1000,"
",Garfield,1022138,0.00,0,11,,0.00,,0.0000,"
",Fairhaven,1018202,12.68,2,12,,0.00,6.34,0.1667,"
",Evansville,1017086,74.78,13,100,4.40,17.00,5.75,0.1300,"
",Rockville,1018700,77.14,15,175,4.06,19.00,5.14,0.0857,"
",Whiteland,1017372,3.74,1,4,1.87,2.00,3.74,0.2500,"
",Clinton Township,1019220,15.32,4,34,3.06,5.00,3.83,0.1176,"
",Woodstock,9073414,0.00,0,1,,0.00,,0.0000,"
",Shasta Lake,1014271,0.00,0,3,,0.00,,0.0000,"
",Ballston Lake,1022712,0.00,0,8,,0.00,,0.0000,"
",Chappaqua,1022798,24.55,6,16,2.46,10.00,4.09,0.3750,"
",Wheeling,1028444,25.12,6,39,1.93,13.00,4.19,0.1538,"
",South Miami,9052877,11.31,2,56,2.26,5.00,5.66,0.0357,"
",Las Cruces,1022549,32.41,6,94,3.60,9.00,5.40,0.0638,"
",Ephrata,1024840,18.58,3,17,1.86,10.00,6.19,0.1765,"
",Scotchtown,9052817,27.64,6,66,2.30,12.00,4.61,0.0909,"
",Stockton,1014306,80.00,16,120,3.08,26.00,5.00,0.1333,"
",Goshen,1017117,29.65,4,19,4.94,6.00,7.41,0.2105,"
",Pineville,1018044,0.00,0,11,,0.00,,0.0000,"
",Lafayette,1013919,22.19,5,34,5.55,4.00,4.44,0.1471,"
",Kenai,1012897,0.00,0,2,,0.00,,0.0000,"
",Denton,1026350,54.62,10,39,3.21,17.00,5.46,0.2564,"
",Norway,1015953,0.00,0,1,,0.00,,0.0000,"
",Roseland,1022387,3.49,1,9,1.75,2.00,3.49,0.1111,"
",Hillsboro,1020384,0.00,0,4,,0.00,,0.0000,"
",Carroll,1015688,4.54,1,5,1.14,4.00,4.54,0.2000,"
",Superior,9052947,9.15,2,12,3.05,3.00,4.58,0.1667,"
",Yarmouth,9053223,5.24,1,12,5.24,1.00,5.24,0.0833,"
",Grafton,1018217,20.49,4,17,6.83,3.00,5.12,0.2353,"
",Elmsford,1022900,8.27,2,12,1.18,7.00,4.13,0.1667,"
",Nazareth,1025128,9.79,1,17,9.79,1.00,9.79,0.0588,"
",Beverly Hills,1013587,58.92,10,64,3.27,18.00,5.89,0.1562,"
",Redding,1014175,23.86,4,40,3.98,6.00,5.96,0.1000,"
",Biloxi,1020701,20.54,5,25,5.13,4.00,4.11,0.2000,"
",Minden,1018029,0.00,0,9,,0.00,,0.0000,"
",Zephyrhills,1015241,4.32,1,36,,0.00,4.32,0.0278,"
",Randleman,1021280,0.00,0,3,,0.00,,0.0000,"
",Alexandria,1019684,3.97,1,11,1.99,2.00,3.97,0.0909,"
",Charlestown,1017034,8.34,2,10,4.17,2.00,4.17,0.2000,"
",Springfield,1026137,0.00,0,10,,0.00,,0.0000,"
",Pine Bluff,1013316,8.77,2,29,2.92,3.00,4.38,0.0690,"
",Sanatoga,9052799,9.22,2,17,9.22,1.00,4.61,0.1176,"
",Denison,1026349,0.00,0,10,,0.00,,0.0000,"
",Terrytown,9052967,0.00,0,10,,0.00,,0.0000,"
",Amity Gardens,9051508,3.74,1,1,,0.00,3.74,1.0000,"
",Duncan,1025539,0.00,0,2,,0.00,,0.0000,"
",Webster,1023470,10.48,2,23,5.24,2.00,5.24,0.0870,"
",Tehachapi,1014326,0.00,0,10,,0.00,,0.0000,"
",Lexington,9052316,10.46,2,4,5.23,2.00,5.23,0.5000,"
",Victor,1020967,0.00,0,2,,0.00,,0.0000,"
",Summerland Key,1015210,0.00,0,5,,0.00,,0.0000,"
",Hilton,1023000,4.30,1,10,4.30,1.00,4.30,0.1000,"
",Brattleboro,9051632,0.00,0,3,,0.00,,0.0000,"
",Sturbridge,9052931,0.00,0,3,,0.00,,0.0000,"
",Silver Springs,1022655,0.00,0,1,,0.00,,0.0000,"
",Zellwood,1015240,3.93,1,1,0.98,4.00,3.93,1.0000,"
",Ottawa,1023919,6.63,2,6,6.63,1.00,3.31,0.3333,"
",Elk Plain,9051901,0.00,0,2,,0.00,,0.0000,"
",Portland,1017274,0.00,0,1,,0.00,,0.0000,"
",Brattleboro,1027360,0.00,0,1,,0.00,,0.0000,"
",Dublin,1021841,0.00,0,1,,0.00,,0.0000,"
",Elmira,1022898,0.00,0,18,,0.00,,0.0000,"
",San Mateo,1014237,115.06,27,147,2.02,57.00,4.26,0.1837,"
",Austin,1026201,397.54,92,775,2.03,196.00,4.32,0.1187,"
",Salt Lake City,1026990,116.68,29,266,2.12,55.00,4.02,0.1090,"
",Virginia Beach,1027320,163.13,36,331,2.06,79.00,4.53,0.1088,"
",Tampa,1015214,234.59,50,601,2.35,100.00,4.69,0.0832,"
",Beaufort,1025506,12.42,3,46,1.77,7.00,4.14,0.0652,"
",Klamath Falls,1024492,19.82,4,40,4.96,4.00,4.96,0.1000,"
",Buffalo,1022764,78.46,18,234,1.91,41.00,4.36,0.0769,"
",Maumee,1023820,8.00,2,17,2.67,3.00,4.00,0.1176,"
",Wake Forest,1021350,27.49,7,58,1.96,14.00,3.93,0.1207,"
",Hamilton,1020745,0.00,0,2,,0.00,,0.0000,"
",Decatur,1015325,40.63,7,91,2.14,19.00,5.80,0.0769,"
",Lebanon,1023783,38.35,7,43,5.48,7.00,5.48,0.1628,"
",Gouverneur,1022954,7.47,1,9,2.49,3.00,7.47,0.1111,"
",Rochester,1023315,79.78,16,133,3.32,24.00,4.99,0.1203,"
",Lauderdale-by-the-Sea,9052295,24.46,4,26,6.12,4.00,6.12,0.1538,"
",McKeesport,1025064,3.58,1,17,,0.00,3.58,0.0588,"
",Poughkeepsie,1023285,16.66,5,30,3.33,5.00,3.33,0.1667,"
",Doylestown,1024804,23.82,6,27,2.38,10.00,3.97,0.2222,"
",Asbury Park,1022006,38.34,8,29,3.83,10.00,4.79,0.2759,"
",Cranford,1022088,25.09,5,29,2.79,9.00,5.02,0.1724,"
",Kirkland,1027627,32.52,7,29,4.65,7.00,4.65,0.2414,"
",Folsom,1013789,8.44,2,42,2.11,4.00,4.22,0.0476,"
",Westlake Village,1014392,61.71,12,71,3.09,20.00,5.14,0.1690,"
",Rutland,1027447,6.63,1,25,2.21,3.00,6.63,0.0400,"
",Daytona Beach Shores,9051811,11.63,2,16,5.82,2.00,5.82,0.1250,"
",Gladstone,1019306,2.39,1,4,2.39,1.00,2.39,0.2500,"
",Woodinville,1027809,4.70,1,6,1.18,4.00,4.70,0.1667,"
",Venice,1015223,50.44,9,99,4.20,12.00,5.60,0.0909,"
",Redmond,1024548,0.00,0,19,,0.00,,0.0000,"
",Pinecrest,9052674,0.00,0,33,,0.00,,0.0000,"
",Altadena,1013537,18.32,4,15,18.32,1.00,4.58,0.2667,"
",Myrtle Beach,1025622,27.24,6,67,5.45,5.00,4.54,0.0896,"
",Talbotton,1015525,0.00,0,1,,0.00,,0.0000,"
",Lynnwood,1027647,17.36,4,32,8.68,2.00,4.34,0.1250,"
",Hancock,1019331,37.34,6,19,4.15,9.00,6.22,0.3158,"
",River Falls,1028188,0.00,0,7,,0.00,,0.0000,"
",Grand Prairie,1026439,43.42,9,53,1.74,25.00,4.82,0.1698,"
",Pequot Lakes,1020024,4.49,1,2,,0.00,4.49,0.5000,"
",Payson,1026975,3.16,1,8,,0.00,3.16,0.1250,"
",Rockland,1019016,2.40,1,17,2.40,1.00,2.40,0.0588,"
",Thiensville,1028238,14.73,3,24,3.68,4.00,4.91,0.1250,"
",San Fernando,1014220,4.95,1,35,2.48,2.00,4.95,0.0286,"
",Oswego,1023235,7.74,2,9,1.29,6.00,3.87,0.2222,"
",Pottstown,1025214,10.50,3,22,2.62,4.00,3.50,0.1364,"
",Perryville,1018681,0.00,0,8,,0.00,,0.0000,"
",Medford,1024511,25.83,6,76,5.17,5.00,4.30,0.0789,"
",Burleson,1026257,0.00,0,28,,0.00,,0.0000,"
",Dawson,1015322,6.78,1,5,3.39,2.00,6.78,0.2000,"
",Lake Worth,1015087,18.84,4,49,1.57,12.00,4.71,0.0816,"
",Vienna,1027317,47.52,11,53,3.66,13.00,4.32,0.2075,"
",Carlinville,1016345,3.64,1,2,3.64,1.00,3.64,0.5000,"
",Brainerd,1019730,30.84,6,27,7.71,4.00,5.14,0.2222,"
",Kingston,1023062,24.26,5,39,4.85,5.00,4.85,0.1282,"
",San Juan Capistrano,1014228,37.18,7,75,2.07,18.00,5.31,0.0933,"
",Leesburg,1015409,14.15,3,15,7.08,2.00,4.72,0.2000,"
",River Edge,1022378,16.06,3,25,4.01,4.00,5.35,0.1200,"
",Escalon,1013770,0.00,0,3,,0.00,,0.0000,"
",West Henrietta,1023480,7.15,2,6,2.38,3.00,3.58,0.3333,"
",Meridian charter Township,9052422,20.21,5,46,2.25,9.00,4.04,0.1087,"
",Trinidad,1014640,0.00,0,2,,0.00,,0.0000,"
",Baytown,1026213,15.14,3,27,15.14,1.00,5.05,0.1111,"
",Stone Mountain,1015519,10.11,2,19,3.37,3.00,5.05,0.1053,"
",Scottsboro,1013119,3.82,1,7,1.91,2.00,3.82,0.1429,"
",Rocky Mount,1027273,5.27,1,8,5.27,1.00,5.27,0.1250,"
",Carpentersville,1016349,0.00,0,13,,0.00,,0.0000,"
",Walnut Ridge,1013356,0.00,0,4,,0.00,,0.0000,"
",Pismo Beach,1014140,0.00,0,12,,0.00,,0.0000,"
",Greenfield,9052067,11.28,2,26,1.13,10.00,5.64,0.0769,"
",Seaford,1023354,18.97,2,15,9.48,2.00,9.48,0.1333,"
",Goliad,1026432,0.00,0,0,,0.00,,,"
",Ogdensburg,1023219,20.56,5,43,,0.00,4.11,0.1163,"
",Florence,1013007,18.48,4,18,2.05,9.00,4.62,0.2222,"
",Franklin,1019296,0.00,0,13,,0.00,,0.0000,"
",Sussex,1028236,0.00,0,14,,0.00,,0.0000,"
",Hampton,1022163,0.00,0,11,,0.00,,0.0000,"
",McAllen,1026609,24.78,5,40,4.96,5.00,4.96,0.1250,"
",Helena,1013039,5.15,1,11,1.72,3.00,5.15,0.0909,"
",Durham,1021843,10.57,2,23,10.57,1.00,5.29,0.0870,"
",Milan,1023839,0.00,0,2,,0.00,,0.0000,"
",Golden Meadow,1017981,0.00,0,1,,0.00,,0.0000,"
",Eufaula,1013000,0.00,0,4,,0.00,,0.0000,"
",Mokena,1016685,12.76,2,20,1.82,7.00,6.38,0.1000,"
",Friendsville,1025992,0.00,0,1,,0.00,,0.0000,"
",Granby,1014735,4.88,1,5,,0.00,4.88,0.2000,"
",Marshall,1019958,0.00,0,12,,0.00,,0.0000,"
",Lithia Springs,1015415,0.00,0,3,,0.00,,0.0000,"
",Miami Gardens,9052425,52.50,10,47,6.56,8.00,5.25,0.2128,"
",Lehi,1026949,0.39,1,1,0.13,3.00,0.39,1.0000,"
",Batesville,1016993,0.00,0,4,0.00,14.00,,0.0000,"
",Little Compton,1025462,6.12,3,12,3.06,2.00,2.04,0.2500,"
",Basehor,1017405,9.11,2,10,9.11,1.00,4.55,0.2000,"
",Stanberry,1020621,0.00,0,2,,0.00,,0.0000,"
",Palmetto,1015463,8.82,1,7,,0.00,8.82,0.1429,"
",Byhalia,1020706,9.93,2,9,9.93,1.00,4.96,0.2222,"
",Mendota Heights,9052419,4.82,1,13,2.41,2.00,4.82,0.0769,"
",Adrian,1019113,0.00,0,7,,0.00,,0.0000,"
